X,Y,OBJECTID,NAME,STREET,CITY,ZIP_CODE,STATE,PHONE,FAX_PHONE,MAILING_STREET,MAILING_CITY,MAILING_ZIP_CODE,MAILING_STATE,PHYSICAL_MAIL_DIFFERENCE,REGION,FOREST_NAME,DISTRICT_NAME,COUNTRY,LATITUDE,LONGITUDE,CONTACT,EQUIPMENT_ONLY,SEASONAL,WIRELESS_SITE,LOCATION_ID,SYS_CREATED_ON,SHAPE
-113.89229,45.160107,348891,Salmon-Challis National Forests,1206 S Challis St,Salmon,83467,ID,208-756-5100,208-756-5151,,,,,,Region 4,Salmon-Challis National Forest,,USA,45.160107,-113.89229,,FALSE,FALSE,TRUE,9093B1B192EE714B9B710D2AE40FFEA5,2015/06/18 14:58:32+00,
-111.914751,40.558552,348892,Uinta-Wasatch-Cache National Forest,857 W S Jordan Parkway,South Jordan,84095,UT,801-999-2103,801-625-5129,,,,,,Region 4,Uinta-Wasatch-Cache National Forest,,USA,40.558552,-111.914751,,FALSE,FALSE,TRUE,D340F4C6FDFBA84192E231BAE8EF4DA4,2015/06/18 14:58:32+00,
-121.387244,38.661629,348893,Region 5 Fire & Aviation Mgmt and RSL-Sacramento,3237 Peacekeeper Way,McClellan,95652,CA,916-640-1112,,,,,,,Region 5,,,USA,38.661629,-121.387244,,FALSE,FALSE,FALSE,DCD9F10577BD8142BCD9ECCA1E635EC4,2015/06/18 14:58:32+00,
-120.57244,34.742027,348894,Los Padres Communication Center,1318 New Mexico Bldg 9360 Rm 102,Vandenberg SFB,93437,CA,805-938-9142,805-961-5797,,,,,,Region 5,Los Padres National Forest,,USA,34.742027,-120.57244,,FALSE,FALSE,FALSE,973826A5CC84E743BD3311C7C5AE5640,2015/06/18 14:58:32+00,
-122.38347,40.574405,348895,Big Bar Ranger District-Redding Interagency ECC,875 Cypress Ave,Redding,96001,CA, (530) 226-2800,530-241-4807,,,,,,Region 5,Shasta-Trinity National Forest,Big Bar Ranger District,USA,40.574405,-122.38347,,FALSE,FALSE,FALSE,02A9BE8071C01743B0BCB0FC7AB638C9,2015/06/18 14:58:32+00,
-120.366751,37.982427,348896,Stanislaus Communications Center,19777 Greenley Rd,Sonora,95370,CA,209-533-1130,209-533-1892,,,,,,Region 5,Plumas National Forest,,USA,37.982427,-120.366751,,FALSE,FALSE,FALSE,987ac5e86fbc8600b0f264826e3ee4ce,2015/06/18 14:58:32+00,
-122.978905,44.065397,348897,Eugene Interagency Communication Center,"3106 Pierce Parkway, Ste D",Springfield,97477,OR,541-225-6400,541-225-6221,,,,,,Region 6,,,USA,44.065397,-122.978905,,FALSE,FALSE,FALSE,987ac5e86fbc8600b0f264826e3ee4cf,2015/06/18 14:58:32+00,
-122.563801,45.658761,348898,Columbia Cascade Communication Center,"501 E 5th St, Bldg 404",Vancouver,98661,WA,360-891-5140,360-891-5145,,,,,,Region 6,,,USA,45.658761,-122.563801,,FALSE,FALSE,FALSE,987ac5e86fbc8600b0f264826e3ee4d0,2015/06/18 14:58:32+00,
-105.082578,40.560219,348899,USGS Natural Resource Research Center,"2150 Centre Ave Bldg A, Ste 341A",Fort Collins,80626,CO,406-295-5000,,,,,,,,,,USA,,,,FALSE,FALSE,FALSE,992dc4eddba16200b21075131f961982,2016/08/29 12:15:59+00,
-72.338559,43.374066,348900,Red River Corporate Headquarters,21 Water Street  Ste 500,Claremont,03743,NH,,,,,,,,,,,,43.374066,-72.338559,,FALSE,FALSE,FALSE,99447f861b76fd906de587fce54bcb0b,2023/11/30 19:04:16+00,
-111.556728,33.145849,348901,Region 3 Office of Grants and Agreements,985 E Mountain View Road ,San Tan Valley,85143,AZ,,,,,,,,Region 3,,,,33.145849,-111.556728,,FALSE,FALSE,FALSE,99447f861b76fd906de587fce54bcb2a,2023/11/30 19:04:17+00,
-97.331447,32.750855,348902,General Services Administration,819 Taylor St,Fort Worth,76102,TX,,,,,,,,,,,,32.750855,-97.331447,,FALSE,FALSE,FALSE,995473c61b76fd906de587fce54bcb41,2023/11/30 19:04:33+00,
-115.897364,48.465851,348903,Three Rivers Ranger District-Troy Ranger Station,12858 US Hwy 2,Troy,59935,MT,406-295-4693,,,,,,,Region 1,Kootenai National Forest,Three Rivers Ranger District,USA,48.465851,-115.897364,,FALSE,FALSE,FALSE,ABDC31AEFEBBBD4C913CF7281079D9A4,2016/10/19 17:03:24+00,
-108.518277,37.461864,348904,Dolores Ranger District,29211 Hwy 184,Dolores,81323,CO,970-882-7296,970-882-6841,,,,,,Region 2,San Juan National Forest,Mancos/Dolores  Ranger District,USA,37.461864,-108.518277,,FALSE,FALSE,TRUE,6605AB281D38F1419B163B4924ADE7F5,2016/10/19 17:03:24+00,
-119.719116,39.523882,348905,Humboldt-Toiyabe National Forest,1200 Franklin Way,Sparks,89431,NV,775-331-6444,,,,,,,Region 4,Humboldt-Toiyabe National Forest,,USA,39.523882,-119.719116,,FALSE,FALSE,TRUE,AEBC3E08473D67439FBB9A2C943CA906,2016/10/19 17:03:24+00,
-120.640033,40.41049,348906,Lassen National Forest,2550 Riverside Dr,Susanville,96130,CA,530-257-2151,,,,,,,Region 5,Lassen National Forest,,USA,40.41049,-120.640033,,FALSE,FALSE,TRUE,4B53AE39B25BF2459A301993C0064BF6,2016/10/19 17:03:24+00,
-120.346161,42.171224,348907,Fremont-Winema National Forests and Lakeview Ranger District,1301 S G St,Lakeview,97630,OR,541-947-2151,,,,,,,Region 6,Fremont-Winema National Forest,,USA,42.171224,-120.346161,,FALSE,FALSE,TRUE,9AE4273F27EDF545876D74F3FA02D294,2016/10/19 17:03:24+00,
-84.213635,37.993682,348908,Daniel Boone National Forest,1700 Bypass Rd,Winchester,40391,KY,859-745-3100,,,,,,,Region 8,Daniel Boone National Forest,,USA,37.993682,-84.213635,,FALSE,FALSE,TRUE,0C14CEE121FD5B4D91B9E75BAF5272A0,2016/10/19 17:03:24+00,
-71.668087,43.815702,348909,White Mountain National Forest and Pemigewasset Ranger District,71 White Mountain Dr,Campton,03223,NH,603-536-6100,,,,,,,Region 9,White Mountain National Forest,,USA,43.815702,-71.668087,,FALSE,FALSE,TRUE,6D4F7A0567B6834DB6D2D2E69FD02B86,2016/10/19 17:03:25+00,
-113.982128,46.860577,348910,Arthur Carhart National Wilderness Training Center,32 Campus Dr 3168,Missoula,59812,MT,,,,,,,,Washington Office,,,USA,46.860577,-113.982128,,FALSE,FALSE,FALSE,BE32013A62C5E949B5631659947E1659,2017/12/14 09:46:31+00,
-106.83076,39.195045,348911,Aspen Ranger District,806 W Hallam,Aspen,81611,CO,,,,,,,,Region 2,White River National Forest,Aspen Ranger District,USA,39.195045,-106.83076,,FALSE,FALSE,FALSE,2D61014637760944A40F66319EF70D58,2017/12/14 09:46:31+00,
-85.850623,43.893048,348912,Baldwin-White Cloud Ranger District,650 N Michigan Ave,Baldwin,49304,MI,,,,,,,,Region 9,Huron-Manistee National Forests,Baldwin Ranger District,USA,43.893048,-85.850623,,FALSE,FALSE,FALSE,1F4772741714814A977D8822B62502D9,2017/12/14 09:46:31+00,
-119.836881,37.544532,348913,Bass Lake Ranger District-Jerseydale Fire Station,6440 Jerseydale Rd,Mariposa,95338,CA,,,,,,,,Region 5,Sierra National Forest,Bass Lake Ranger District,USA,37.544532,-119.836881,,FALSE,FALSE,FALSE,752cff13db862200b21075131f9619d9,2017/12/14 09:46:31+00,
-108.111233,33.423754,348914,Beaverhead Work Center,889 Railroad Canyon Rd,Winston,87943,NM,,,,,,,,Region 3,Gila National Forest,Black Range Ranger District,USA,33.423754,-108.111233,,FALSE,TRUE,TRUE,6988E3F10362F34EA050E58B28E4195E,2017/12/14 09:46:31+00,
-89.473433,32.354715,348915,Bienville Ranger District-Bienville Work Center,935A S Ralieigh St,Forest,39074,MS,,,,,,,,Region 8,National Forests In Mississippi,Bienville Ranger District,USA,32.354715,-89.473433,,FALSE,FALSE,FALSE,0eac6023dbca2600d3a1ff621f96192f,2017/12/14 09:46:31+00,
-74.292387,40.855679,348916,Ricoh Americas Corporation,5 Dedrick Pl,West Caldwell,07006-6304,NJ,,,,,,,,,,,,40.855679,-74.292387,,FALSE,FALSE,FALSE,9a447f861b76fd906de587fce54bcbce,2023/11/30 19:04:20+00,
-89.93784,35.319988,348917,"Unistar-Sparco Computers, Inc.",7089 Ryburn Dr,Millington,38053,TN,,,,,,,,,,,,35.319988,-89.93784,,FALSE,FALSE,FALSE,9a447f861b76fd906de587fce54bcbed,2023/11/30 19:04:21+00,
-111.657574,35.175738,348918,RMRS-Southwest Forest Science Complex,2500 S Pine Knoll Dr,Flagstaff,86001,AZ,928-556-2001,,,,,,,Rocky Mountain Research Station (RMRS),,,USA,35.175738,-111.657574,,FALSE,FALSE,FALSE,CDA3D35F7B56C24E9504A270D49AFA31,2016/10/28 13:05:55+00,
-114.138427,48.37095,348919,Lochsa Ranger District-Kamiah Work Center,"Route 2, Box 191",Kamiah,83536,ID,,,,,,,,Region 1,Nez Perce-Clearwater National Forests,Lochsa-Powell Ranger District,USA,48.37095,-114.138427,,FALSE,FALSE,FALSE,B23EE2679A898A41A1EE742EBA33EEB4,2017/12/14 09:46:35+00,
-81.930165,33.791611,348920,Long Cane Ranger District,310 Buncombe St,Edgefield,29824,SC,,,,,,,,Region 8,Francis Marion And Sumter National Forests,Long Cane Ranger District,USA,33.791611,-81.930165,,FALSE,FALSE,TRUE,87775FB5EAEECB47A1D8735676269B25,2017/12/14 09:46:35+00,
-113.613355,43.91463,348921,Lost River Ranger District,716 W Custer,Mackay,83251,ID,,,,,,,,Region 4,Salmon-Challis National Forest,Lost River Ranger District,USA,43.91463,-113.613355,,FALSE,FALSE,FALSE,3C9589097F63AD4DAB73C8C6F78AE1DD,2017/12/14 09:46:35+00,
-116.905021,34.263719,348922,Mountaintop Ranger District-Big Bear Station,40971 N Shore Dr,Fawnskin,92333,CA,,,,,,,,Region 5,San Bernardino National Forest,Mountaintop Ranger District,USA,34.263719,-116.905021,,FALSE,FALSE,FALSE,0BFC06E49F942E4EB3FE5FC8B5D40B5D,2017/12/14 09:46:36+00,
-97.46047,37.624062,348923,"Aeroflex, Wichita Division",10200 W York St,Wichita,67215,KS,,,,,,,,,,,,37.624062,-97.46047,,FALSE,FALSE,FALSE,9b34bb861b76fd906de587fce54bcbdf,2023/11/30 19:04:08+00,
-121.302592,38.791578,348924,Teleplan Network Services,8875 Washington Blvd Ste B,Roseville,95678,CA,,,,,,,,,,,,38.791578,-121.302592,,FALSE,FALSE,FALSE,9b34fb861b76fd906de587fce54bcb02,2023/11/30 19:04:09+00,
-106.055159,35.589457,348925,Santa Fe Interagency Dispatch Center,11 Forest LN,Santa Fe,87508,NM,,,,,,,,Region 3,Santa Fe National Forest,,,,,,FALSE,FALSE,FALSE,EF57A36283D5A447A63CDAFD7D784716,2017/12/14 09:46:39+00,
-117.743476,40.958532,348926,Santa Rosa Ranger District,3275 Fountain Way,Winnemucca,89445,NV,,,,,,,,Region 4,Humboldt-Toiyabe National Forest,Santa Rosa Ranger District,USA,40.958532,-117.743476,,FALSE,FALSE,TRUE,BBCB0E737176A14DA849AC1AD8ED1942,2017/12/14 09:46:39+00,
-90.327969,47.786223,348927,Seagull Guard Station,1146 Gunflint Trl,Grand Marais,55604,MN,,,,,,,,Region 9,,,USA,47.786223,-90.327969,,FALSE,FALSE,FALSE,6E6AE9C14EECD74185F6886BB1D79A51,2017/12/14 09:46:39+00,
-122.389201,40.869211,348928,Shasta Lake Ranger District-Lake Shore Fire Station,20207 Lakeshore Dr,Lakehead,96051,CA,,,,,,,,Region 5,Shasta-Trinity National Forest,Shasta-Lake Ranger District,USA,40.869211,-122.389201,,FALSE,FALSE,TRUE,5131AA4C93B50D47ABCD652C25902E2D,2017/12/14 09:46:39+00,
-108.24359,32.790228,348929,Silver City Ranger District and Dispatch Center,3005 E Camino Del Bosque,Silver City,88061,NM,,,,,,,,Region 3,Gila National Forest,Silver City Ranger District,USA,32.790228,-108.24359,,FALSE,FALSE,FALSE,91009265C4ED2845A4ADB4991E2965D6,2017/12/14 09:46:39+00,
,,348930,Sitka Ranger District,2108 Halibut Point Rd,Sitka,99835,AK,907-747-6671,907-747-4331,,,,,,Region 10,Tongass National Forest,Sitka Ranger District,,,,,FALSE,FALSE,TRUE,444A0C0423A62C4F98E8CBA659695AC3,2017/12/14 09:46:40+00,
-114.412485,42.930916,348931,South Central Idaho Interagency Dispatch Center,213 W F St,Shoshone,83352,ID,,,,,,,,Region 4,Sawtooth National Forest,,USA,42.930916,-114.412485,,FALSE,FALSE,TRUE,BFFBA2DB5C604349AEDFC049457731E4,2017/12/14 09:46:40+00,
-77.222725,38.924072,348932,Iridium Communications Inc. Headquarters,"1750 Tysons Blvd, Ste 1400",McLean,22102,VA,,,,,,,,,,,,38.924072,-77.222725,,FALSE,FALSE,FALSE,9c443f861b76fd906de587fce54bcb32,2023/11/30 19:04:13+00,
-73.981697,40.760025,348933,"Toshiba America, Inc. Headquarters","1251 Ave of the Americas, Ste 4110",New York,10020,NY,,,,,,,,,,,,40.760025,-73.981697,,FALSE,FALSE,FALSE,9c5433c61b76fd906de587fce54bcb2e,2023/11/30 19:04:29+00,
-111.80372,41.746995,348934,RMRS-Forestry Sciences Laboratory-Logan,860 N 1200 E,Logan,84321,UT,435-755-3560,435-755-3563,,,,,,Rocky Mountain Research Station (RMRS),,,USA,41.746995,-111.80372,,FALSE,FALSE,TRUE,AC28968BE962D14194468C535057BC4C,2015/06/18 14:58:32+00,
-116.210898,43.567078,348935,National Interagency Fire Center (NIFC),3833 S Development Ave,Boise,83705,ID,208-387-5512,208-387-5971,,,,,,Washington Office,,,USA,43.567078,-116.210898,,FALSE,FALSE,FALSE,DCAA79CC397D2D49A77A7F8A43D046FA,2015/06/18 14:58:32+00,
-116.926597,32.748387,348936,Monte Vista Interagency Communication Center,2249 Jamacha Rd,El Cajon,92019,CA,619-557-5262,619-557-6935,,,,,,Region 5,Cleveland National Forest,,USA,32.748387,-116.926597,,FALSE,FALSE,FALSE,FB9054DAD02E9A4C8AE682E48C2F092D,2015/06/18 14:58:32+00,
-120.553738,41.495392,348937,Modoc Interagency Emergency Communications Center,800 W 12th St,Alturas,96101,CA,530-233-4581,530-233-8889,,,,,,Region 5,Modoc National Forest,,USA,41.495392,-120.553738,,FALSE,FALSE,FALSE,9c7ac5e86fbc8600b0f264826e3ee4cb,2015/06/18 14:58:32+00,
-121.387227,38.661629,348938,Remote Sensing Lab,"3237 Peacekeeper Way, Ste 201",McClellan,95652,CA,916-640-1257,916-640-1291,,,,,,Region 5,,,USA,38.661629,-121.387227,,FALSE,FALSE,FALSE,A66C19CC51808D4E803D4C6A63B6E4B3,2015/06/18 14:58:32+00,
-119.701524,36.771156,348939,Sierra Emergency Command Center,2311 N Clovis Ave,Fresno,93727,CA,559-291-1877,559-348-0239,,,,,,Region 5,Sierra National Forest,,USA,36.771156,-119.701524,,FALSE,FALSE,TRUE,288F63B32CFBB54D90661A2641DF4280,2015/06/18 14:58:32+00,
-121.000685,39.221829,348940,Grass Valley Emergency Command Center,13120 Loma Rica Dr,Grass Valley,95945,CA,530-478-6111,530-477-0641,,,,,,Region 5,Tahoe National Forest,,USA,,,,FALSE,FALSE,FALSE,9c7ac5e86fbc8600b0f264826e3ee4ce,2015/06/18 14:58:32+00,
-118.972975,44.424448,348941,John Day Interagency Dispatch Center,431 Patterson Bridge Rd,John Day,97845,OR,541-575-1321,541-575-3027,,,,,,Region 6,Malheur National Forest,,USA,,,,FALSE,FALSE,FALSE,9c7ac5e86fbc8600b0f264826e3ee4cf,2015/06/18 14:58:32+00,
-122.943505,47.031547,348942,Olympic National Forest,1835 Black Lake Boulevard SW,Olympia,98512,WA,360-956-2402,360-956-2330,,,,,,Region 6,Olympic National Forest,,USA,47.031547,-122.943505,,FALSE,FALSE,TRUE,1DBD595DF6104840B281D54F2FD8ED2B,2015/06/18 14:58:33+00,
-107.637925,39.543202,348943,Bureau of Land Management Field Office,2300 River Frontage Rd,Silt,81652,CO,970-876-9000,970-876-9090,,,,,,Region 2,,,USA,39.543202,-107.637925,,FALSE,FALSE,FALSE,9CEE8389A2E1D541BCC97D6877D94953,2018/01/30 11:35:36+00,
-105.62966,41.308566,348944,Medicine Bow-Routt National Forests & Grassland and Laramie Ranger District,2468 Jackson St,Laramie,82070,WY,307-745-2300,,,,,,,Region 2,Medicine Bow-Routt National Forests & Thunder Basi,,USA,41.308566,-105.62966,,FALSE,FALSE,TRUE,C7417F94A7005E409D55A9F88220BC66,2016/10/19 17:03:24+00,
-110.761864,43.483704,348945,Bridger-Teton National Forest and Jackson Ranger District,340 N Cache,Jackson,83001,WY,307-739-5500,,,,,,,Region 4,Bridger-Teton National Forest,,USA,43.483704,-110.761864,,FALSE,FALSE,TRUE,E65A4FFE918F704C85F4B0F081ED2AF4,2016/10/19 17:03:24+00,
-120.36774,37.98174,348946,Stanislaus National Forest,19777 Greenley Rd,Sonora,95370,CA,,,,,,,,Region 5,Stanislaus National Forest,,USA,37.98174,-120.36774,,FALSE,FALSE,TRUE,126388898ED2FF45BB97F70C379853EE,2016/10/19 17:03:24+00,
-117.829968,44.773073,348947,Wallowa-Whitman National Forest,"1550 Dewey Ave, Ste A",Baker City,97814,OR,541-523-6391,,,,,,,Region 6,Wallowa-Whitman National Forest,,USA,44.773073,-117.829968,,FALSE,FALSE,TRUE,F67A694DBC2DEF46B7A78E82EC3665EE,2016/10/19 17:03:24+00,
-90.159369,46.463347,348948,Ottawa National Forest and Bessemer Ranger District,E6248 US Hwy 2,Ironwood,49938,MI,906-932 - 1330,,,,,,,Region 9,Ottawa National Forest,,USA,46.463347,-90.159369,,FALSE,FALSE,TRUE,F213A14725B29847B55CCD2759A1315A,2016/10/19 17:03:25+00,
-82.526807,35.838805,348949,Appalachian Ranger District,632 Manor Rd,Mars Hill,28754,NC,,,,,,,,Region 8,National Forests In North Carolina,Appalachian Ranger District,USA,35.838805,-82.526807,,FALSE,FALSE,TRUE,2A0DFB5FAC906147B598FD6F3867A493,2017/12/14 09:46:31+00,
-111.456438,44.07092,348950,Ashton/Island Park Ranger District Ashton Office,46 S Hwy 20,Ashton,83420,ID,208-652-7443,208-652-7863,,,,,,Region 4,Caribou-Targhee National Forest,Ashton/Island Park Ranger District,USA,44.07092,-111.456438,,FALSE,FALSE,FALSE,95D762F3080BA243AE3C1410F9EE0939,2017/12/14 09:46:31+00,
-93.855952,36.671607,348951,Ava-Cassville-Willow Springs Ranger Districts-Cassville Office,601 State 248,Cassville,65625,MO,,,,,,,,Region 9,Mark Twain National Forest,Ava-Cassville-Willow Springs Ranger District,USA,36.671607,-93.855952,,FALSE,FALSE,FALSE,46D2218B08C42A41BA9F4AC45F149A2A,2017/12/14 09:46:31+00,
-119.509401,37.229368,348952,Bass Lake Ranger District-Douglas Fire Station,33339 Douglas Station Rd,North Fork,93643,CA,,,,,,,,Region 5,Sierra National Forest,Bass Lake Ranger District,USA,37.229368,-119.509401,,FALSE,FALSE,FALSE,02e5379fdb462200b21075131f961949,2017/12/14 09:46:31+00,
-109.300911,45.156875,348953,Beartooth Ranger District-Rock Creek Work Center,255 W Fork Rd,Red Lodge,59068,MT,,,,,,,,Region 1,Custer Gallatin National Forest,Beartooth Ranger District,USA,45.156875,-109.300911,,FALSE,FALSE,FALSE,52d8f866dbc62600b21075131f9619c6,2017/12/14 09:46:31+00,
-112.110653,33.660908,348954,Transource Computers Corporate Headquarters,2405 W Utopia Rd,Phoenix,85027,AZ,,,,,,,,,,,,33.660908,-112.110653,,FALSE,FALSE,FALSE,9e447f861b76fd906de587fce54bcbe6,2023/11/30 19:04:21+00,
-112.653097,46.95506,348955,Lincoln Ranger District,1569 Hwy 200,Lincoln,59639,MT,,,,,,,,Region 1,Helena-Lewis and Clark National Forest,Lincoln Ranger District,USA,46.95506,-112.653097,,FALSE,FALSE,TRUE,968AF4E68ACE0C4A9DFA5E860C56FFFF,2017/12/14 09:46:35+00,
-83.997983,37.430364,348956,London Ranger District-Mc Kee Work Center,258 Kentucky 421 S,Mc Kee,40447,KY,,,,,,,,Region 8,Daniel Boone National Forest,London Ranger District,USA,37.430364,-83.997983,,FALSE,FALSE,FALSE,ae41d0abdb862200b21075131f9619fb,2017/12/14 09:46:35+00,
-118.200251,34.20585,348957,Los Angeles River Ranger District-Chilao Visitor Center,Angeles Crest Hwy (HWY 2),La Canada Flintridge,91011,CA,,,,,,,,Region 5,Angeles National Forest,Los Angeles Gateway Ranger District,USA,34.20585,-118.200251,,FALSE,FALSE,FALSE,97D16A972CD17242B1A7E5344001200E,2017/12/14 09:46:35+00,
-106.261341,34.521571,348958,Mountainair Ranger District,40 Ranger Station Rd,Mountainair,87036,NM,,,,,,,,Region 3,Cibola National Forest,Mountainair Ranger District,USA,34.521571,-106.261341,,FALSE,FALSE,TRUE,DAB2C288F1935F41AD283E462C62DE5B,2017/12/14 09:46:36+00,
-120.9395,39.977364,348959,Mt Hough Ranger District,39696 State Hwy 70,Quincy,95971,CA,,,,,,,,Region 5,Plumas National Forest,Mt Hough Ranger District,USA,39.977364,-120.9395,,FALSE,FALSE,TRUE,CAE93EBB74C1A44890791757E05A406F,2017/12/14 09:46:36+00,
-121.940412,37.475607,348960,Star Microwave Service Corporation,47560 Seabridge Dr,Fremont,94538-6547,CA,,,,,,,,,,,,37.475607,-121.940412,,FALSE,FALSE,FALSE,9f34bb861b76fd906de587fce54bcbd8,2023/11/30 19:04:08+00,
-84.267426,43.646351,348961,Currin Corporation,5307 Sturgeon Ave,Midland,48640-2461,MI,,,,,,,,,,,,43.646351,-84.267426,,FALSE,FALSE,FALSE,9f34bb861b76fd906de587fce54bcbfb,2023/11/30 19:04:09+00,
-86.610711,34.693973,348962,SpecPro Inc Headquarters,Ste 201,Huntsville,35805,AL,,,,,,,,,,,,34.693973,-86.610711,,FALSE,FALSE,FALSE,9f44ff861b76fd906de587fce54bcb25,2023/11/30 19:04:25+00,
-80.339125,25.794286,348963,United Data Technologies,8825 NW 21 Terrace,Doral,33172,FL,,,,,,,,,,,,25.794286,-80.339125,,FALSE,FALSE,FALSE,9f44ff861b76fd906de587fce54bcb6f,2023/11/30 19:04:25+00,
-118.723788,34.599216,348964,Oak Flat Fire Station,38001 Golden State Hwy,Castaic,91384,CA,,,,,,,,Region 5,Angeles National Forest,Los Angeles Gateway Ranger District,USA,34.599216,-118.723788,,FALSE,FALSE,FALSE,D406C62F62313B4BBF92AED94BF622D2,2017/12/14 09:46:39+00,
-120.609297,35.389953,348965,Santa Lucia Ranger District-Pozo Fire Station,13525 High Mountain Rd,Santa Margarita,93453,CA,,,,,,,,Region 5,Los Padres National Forest,Santa Lucia Ranger District,USA,35.389953,-120.609297,,FALSE,FALSE,FALSE,4046b347db822200b21075131f961978,2017/12/14 09:46:39+00,
-114.422166,43.791077,348966,North Fork Helibase,15 N Fork Canyon Rd,Ketchum,83340,ID,,,,,,,,Region 4,Sawtooth National Forest,,USA,43.791077,-114.422166,,FALSE,FALSE,FALSE,d0424932db0e2600b21075131f9619f2,2017/12/14 09:46:39+00,
-79.668322,32.974644,348967,Sewee Visitor Center,5821 Hwy 17 N,Awendaw,29429,SC,,,,,,,,Region 8,Francis Marion And Sumter National Forests,,USA,32.974644,-79.668322,,FALSE,FALSE,FALSE,6EDE81791DAD5B49BF8C00EE9A1E44E6,2017/12/14 09:46:39+00,
-110.344656,31.587012,348968,Sierra Vista Ranger District-Libby Tanker Base,Bldg 91304 Libby Army Airfield,Fort Huachuca,85613,AZ,,,,,,,,Region 3,Coronado National Forest,Sierra Vista Ranger District,USA,31.587012,-110.344656,,FALSE,FALSE,FALSE,816CB598013BAF4A8A2F16D528AB95BF,2017/12/14 09:46:39+00,
-123.059194,42.149949,348969,Siskiyou Mountains Ranger District-Jacksonville Office,6941 Upper Applegate Rd,Jacksonville,97530,OR,,,,,,,,Region 6,Rogue River-Siskiyou National Forest,Siskiyou Mountains Ranger District,USA,42.149949,-123.059194,,FALSE,FALSE,FALSE,18B1D3ACF939724B82CD3C7781221AA1,2017/12/14 09:46:39+00,
-121.773325,47.489771,348970,Snoqualmie Ranger District-North Bend Office,902 SE N Bend Way  Bldg 1,North Bend,98045,WA,,,,,,,,Region 6,Mt. Baker-Snoqualmie National Forest,Snoqualmie Ranger District,USA,47.489771,-121.773325,,FALSE,FALSE,TRUE,4E6E8FAA3520BD4CB2C30088346A12B2,2017/12/14 09:46:40+00,
-82.461271,36.893926,348971,Flatwoods Job Corps Center,2803 Dungannon Rd,Coeburn,24230,VA,276-395-3384,,,,,,,Washington Office,,,USA,36.893926,-82.461271,,FALSE,FALSE,FALSE,1DE4065AD5614E48815C3EEDA71B62FE,2017/04/28 12:45:58+00,
-122.335164,45.28772,348972,Timber Lake Job Corps Center,59868 E Hwy 224,Estacada,97055,OR,503-834-2291,,,,,,,Washington Office,,,USA,45.28772,-122.335164,,FALSE,FALSE,FALSE,3EB089F52AEF6C46A789C9C281A7B3EE,2017/04/28 12:45:58+00,
-95.897379,40.90995,348973,Pinpoint Labs,8246 Oddo Cir,Murray,68409,NE,,,,,,,,,,,,40.90995,-95.897379,,FALSE,FALSE,FALSE,a0443f861b76fd906de587fce54bcb4b,2023/11/30 19:04:13+00,
-119.002016,34.215712,348974,Voice Print International Headquarters,160 Camino Ruiz,Camarillo,93012,CA,,,,,,,,,,,,34.215712,-119.002016,,FALSE,FALSE,FALSE,a0443f861b76fd906de587fce54bcb91,2023/11/30 19:04:14+00,
-90.716949,38.718961,348975,Schneider Electric Technology Center,801 Corporate Centre Dr,O'Fallon,63368,MO,,,,,,,,,,,,38.718961,-90.716949,,FALSE,FALSE,FALSE,a05433c61b76fd906de587fce54bcb85,2023/11/30 19:04:30+00,
-81.123998,34.073185,348976,Francis Marion and Sumter National Forests,4931 Broad River Rd,Columbia,29212,SC,803-561-4000,803-561-4004,,,,,,Region 8,Francis Marion And Sumter National Forests,,USA,34.073185,-81.123998,,FALSE,FALSE,TRUE,E75BB791C9F54043A661D9728622CA50,2015/06/18 14:58:33+00,
-84.340648,33.933577,348977,Southern Area Coordination Center (SACC),"1200 Ashwood Parkway, Ste 230",Atlanta,30338,GA,678-320-3001,678-320-3036,,,,,,Region 8,,,USA,33.933577,-84.340648,,FALSE,FALSE,TRUE,3E009B477CA955479DE9F2193F488824,2015/06/18 14:58:33+00,
-84.211522,37.990866,348978,Kentucky Interagency Coordination Center,170 Bypass Rd,Winchester,40391,KY,859-745-3171,859-744-7086,,,,,,Region 8,Daniel Boone National Forest,,USA,37.990866,-84.211522,,FALSE,FALSE,FALSE,a07ac5e86fbc8600b0f264826e3ee4d4,2015/06/18 14:58:33+00,
-89.021638,37.728543,348979,Illinois Interagency Dispatch Center,8800 Refuge Rd,Marion,62959,IL,618-687-1725,618-993-5940,,,,,,Region 9,Shawnee National Forest,,USA,37.728543,-89.021638,,FALSE,FALSE,FALSE,5e44fce3dbca2600d3a1ff621f9619e0,2015/06/18 14:58:33+00,
,,348980,Ohio Interagency Dispatch Center,13700 US Hwy 33,Nelsonville,45764,OH,740-624-2284,740-753-0120,,,,,,Region 9,,,USA,,,,FALSE,FALSE,FALSE,a07ac5e86fbc8600b0f264826e3ee4d6,2015/06/18 14:58:33+00,
-111.967114,41.220229,348981,Forestry Sciences Laboratory (Ogden),507 25th St,Ogden,84401,UT,801-625-5550,801-625-5129,,,,,,Rocky Mountain Research Station (RMRS),,,USA,,,,FALSE,FALSE,TRUE,FFA4F504F92DF54B9E05F95FA5DB0890,2015/06/18 14:58:33+00,
