total,lat,lon,manual_id,source,No trees,Mesquite Woodland,Evergreen oak woodland,Pinyon juniper woodland,Deciduous oak woodland,Douglas-fir,Misc. western hardwood woodlands,Misc. western softwoods,Ponderosa pine,White fir,Aspen,Juniper woodland,California mixed conifer,Engelmann spruce,Engelmann spruce / subalpine fir,Canyon live oak / interior live oak,Lodgepole pine,Coast live oak,Jeffrey pine / Coulter pine / bigcone Douglas-fir,California black oak,Blue oak,Limber pine,Bigleaf maple,Califonia laurel,Redwood,Blue spruce,Red fir,Western juniper,Tanoak,Foxtail pine / bristlecone pine,Giant sequoia,Cercocarpus woodland,Whitebark pine,Mountain hemlock,Western white pine,Oregon white oak,Pacific madrone,Gray pine,Black ash / American elm / red maple,Cottonwood,Eastern redcedar,Sugarberry / hackberry / elm / green ash,Subalpine fir,Giant chinkapin,Intermountain maple woodland,Grand fir,Sitka spruce,Red alder,Pacific silver fir,Western larch,Noble fir,Western redcedar,Western hemlock,White oak / red oak / hickory,Black ash,Gray alder,Jack pine,Red spruce,White spruce,Yellow birch,Yellow-cedar,Trembling aspen,Black spruce,Red pine,Eastern hemlock,Norway spruce,Red maple,Tamarack,White birch,Sugar maple,Eastern white pine,Largetooth aspen,Eastern white-cedar,Red oak,Balsam poplar,Amabilis fir,Balsam fir
276,44.85154202702688,-113.17220273031852,22019,Synthetic data,NA,NA,NA,NA,NA,0.717391304347826,NA,NA,NA,NA,NA,NA,NA,0.007246376811594203,0.043478260869565216,NA,0.213768115942029,NA,NA,NA,NA,0.007246376811594203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010869565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,44.862697173739264,-119.6314548256073,44777,Defoliation surveys,NA,NA,NA,NA,NA,0.592,NA,NA,0.30666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09066666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,44.867864121391904,-121.43739703122992,22031,Synthetic data,NA,NA,NA,NA,0.225,0.45,NA,NA,0.14166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041666666666666664,NA,NA,NA,NA,NA,NA,NA,0.14166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,44.86992097387981,-116.31820665711186,48641,Defoliation surveys,NA,NA,NA,NA,NA,0.47240618101545256,NA,NA,0.49448123620309054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033112582781456956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,44.88628528511617,-109.09299724869196,22045,Synthetic data,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,44.906497865740675,-121.6464844510192,22066,Synthetic data,NA,NA,NA,NA,NA,0.9185022026431718,NA,NA,0.028634361233480177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006607929515418502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03303964757709251,NA,NA,0.00881057268722467,NA,0.004405286343612335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,44.9165626441245,-122.49562453769612,22075,Synthetic data,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,44.92166590289564,-119.61649383985136,45212,Defoliation surveys,NA,NA,NA,NA,NA,0.5964523281596452,NA,NA,0.30155210643015523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10199556541019955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,44.92597713257419,-114.3095456144074,22081,Synthetic data,NA,NA,NA,NA,NA,0.9758454106280193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024154589371980676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,44.928,-116.09,50172,iNaturalist,NA,NA,NA,NA,NA,0.42641509433962266,NA,NA,0.19622641509433963,NA,NA,NA,NA,0.011320754716981131,NA,NA,0.3320754716981132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026415094339622643,NA,NA,NA,0.007547169811320755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,44.94253,-117.01232,805,Pheromone trapping,NA,NA,NA,NA,NA,0.12903225806451613,NA,NA,0.8602150537634409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010752688172043012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,44.97606,-117.53683,490,Pheromone trapping,NA,NA,NA,NA,NA,0.004424778761061947,NA,NA,0.13053097345132744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8650442477876106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,44.97790781442757,-117.11136010576506,41266,Defoliation surveys,NA,NA,NA,NA,NA,0.002207505518763797,NA,NA,0.2119205298013245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7858719646799117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,44.98515224086261,-117.33679163825424,41257,Defoliation surveys,NA,NA,NA,NA,NA,0.006787330316742082,NA,NA,0.17420814479638008,NA,NA,NA,NA,0.006787330316742082,NA,NA,0.024886877828054297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013574660633484163,NA,NA,0.7737556561085973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,44.99017728665101,-116.20502165009704,48719,Defoliation surveys,NA,NA,NA,NA,NA,0.6367816091954023,NA,NA,0.335632183908046,NA,NA,NA,NA,NA,NA,NA,0.006896551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020689655172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,44.99256326055615,-117.0552165758002,49035,Defoliation surveys,NA,NA,NA,NA,NA,0.004415011037527594,NA,NA,0.3730684326710817,NA,NA,NA,NA,0.008830022075055188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6136865342163356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,45.006550418887365,-117.1876866781166,49676,Defoliation surveys,NA,NA,NA,NA,NA,0.05215419501133787,NA,NA,0.013605442176870748,NA,NA,NA,NA,0.0022675736961451248,NA,NA,0.024943310657596373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015873015873015872,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17006802721088435,NA,NA,0.7210884353741497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,45.01881271306885,-117.43370415622296,44613,Defoliation surveys,NA,NA,NA,NA,NA,0.01545253863134658,NA,NA,0.0728476821192053,NA,NA,NA,NA,NA,NA,NA,0.013245033112582781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006622516556291391,NA,NA,0.891832229580574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,45.021820291399465,-117.35007870969578,49685,Defoliation surveys,NA,NA,NA,NA,NA,0.031042128603104215,NA,NA,0.022172949002217297,NA,NA,NA,NA,NA,NA,NA,0.14412416851441243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09534368070953436,NA,NA,0.70509977827051,NA,NA,NA,0.0022172949002217295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,45.027552511317865,-117.3549329612363,49689,Defoliation surveys,NA,NA,NA,NA,NA,0.024886877828054297,NA,NA,0.024886877828054297,NA,NA,NA,NA,NA,NA,NA,0.19004524886877827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15384615384615385,NA,NA,0.6063348416289592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,45.02804461081792,-117.32147281540205,44901,Defoliation surveys,NA,NA,NA,NA,NA,0.02534562211981567,NA,NA,NA,NA,NA,NA,NA,0.018433179723502304,NA,NA,0.05069124423963134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195852534562212,NA,NA,0.7096774193548387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,45.051807632513466,-117.4419130025265,44909,Defoliation surveys,NA,NA,NA,NA,NA,0.011111111111111112,NA,NA,0.03333333333333333,NA,NA,NA,NA,NA,NA,NA,0.09777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14222222222222222,NA,NA,0.7155555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,45.06551637714493,-117.33939956521242,41278,Defoliation surveys,NA,NA,NA,NA,NA,0.016260162601626018,NA,NA,NA,NA,NA,NA,NA,0.02981029810298103,NA,NA,0.07317073170731707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018970189701897018,NA,NA,NA,NA,0.05420054200542006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5121951219512195,NA,NA,0.2953929539295393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,45.0841445321789,-117.37906433671203,49696,Defoliation surveys,NA,NA,NA,NA,NA,0.008522727272727272,NA,NA,0.002840909090909091,NA,NA,NA,NA,0.036931818181818184,NA,NA,0.07954545454545454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022727272727272728,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6363636363636364,NA,NA,0.08806818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,45.10322567419641,-117.3652448054736,44675,Defoliation surveys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11151079136690648,NA,NA,0.0683453237410072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017985611510791366,NA,NA,NA,NA,0.1366906474820144,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6510791366906474,NA,NA,0.014388489208633094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,45.10372,-121.46297,250,Pheromone trapping,NA,NA,NA,NA,NA,0.7041942604856513,NA,NA,0.2958057395143488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,45.125509014120325,-117.29741612361975,22286,Synthetic data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13636363636363635,NA,NA,0.03636363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013636363636363636,NA,NA,NA,NA,0.08181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7318181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,45.148121624893975,-117.1223993381136,22302,Synthetic data,NA,NA,NA,NA,NA,NA,NA,NA,0.0024449877750611247,NA,NA,NA,NA,NA,NA,NA,0.15158924205378974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024449877750611247,NA,NA,NA,NA,0.004889975550122249,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8264058679706602,NA,NA,0.012224938875305624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,45.14816262864042,-107.28874059632652,22303,Synthetic data,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,45.15982120804256,-106.87584775872529,22316,Synthetic data,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,45.198381730297115,-116.74113954097264,22342,Synthetic data,NA,NA,NA,NA,NA,0.17982456140350878,NA,NA,0.6929824561403509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12719298245614036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,45.20097100152634,-109.35313883295748,22345,Synthetic data,NA,NA,NA,0.0025252525252525255,NA,0.553030303030303,NA,NA,NA,NA,0.005050505050505051,NA,NA,0.045454545454545456,0.06060606060606061,NA,0.21212121212121213,NA,NA,NA,NA,0.03282828282828283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08838383838383838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,45.20264353288803,-117.74852351780282,22348,Synthetic data,NA,NA,NA,NA,NA,0.23430962343096234,NA,NA,0.41841004184100417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3472803347280335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,45.219759002444334,-117.26106137549505,22362,Synthetic data,NA,NA,NA,NA,NA,0.024922118380062305,NA,NA,0.003115264797507788,NA,NA,NA,NA,0.11214953271028037,NA,NA,0.19626168224299065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009345794392523364,NA,NA,NA,NA,0.012461059190031152,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6043613707165109,NA,NA,0.037383177570093455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,45.225052207051355,-116.90442704835552,44971,Defoliation surveys,NA,NA,NA,NA,NA,0.16666666666666666,NA,NA,0.05303030303030303,NA,NA,NA,NA,NA,NA,NA,0.005050505050505051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7752525252525253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,45.284792488324456,-106.01238101359922,22444,Synthetic data,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,45.28636,-116.95014,1641,Pheromone trapping,NA,NA,NA,NA,NA,0.36431226765799257,NA,NA,0.022304832713754646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6133828996282528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,45.29099,-118.9674,794,Pheromone trapping,NA,NA,NA,NA,NA,0.8225108225108225,NA,NA,0.06060606060606061,NA,NA,NA,NA,NA,NA,NA,0.008658008658008658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10822510822510822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,45.294346196272066,-116.89406779263452,42808,Defoliation surveys,NA,NA,NA,NA,NA,0.44569288389513106,NA,NA,0.0599250936329588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4943820224719101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,45.297828870185185,-109.65806371654617,22462,Synthetic data,NA,NA,NA,NA,NA,0.5012853470437018,NA,NA,NA,NA,NA,NA,NA,0.043701799485861184,0.02056555269922879,NA,0.37275064267352187,NA,NA,NA,NA,0.033419023136246784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028277634961439587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,45.30391907459125,-105.99713843589416,22466,Synthetic data,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,45.3307275553816,-112.28081965306774,22494,Synthetic data,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,45.34784,-118.16881,791,Pheromone trapping,NA,NA,NA,NA,NA,0.21052631578947367,NA,NA,0.6842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,45.37625118267936,-118.16997616755296,40436,Defoliation surveys,NA,NA,NA,NA,NA,0.1786743515850144,NA,NA,0.5561959654178674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26512968299711814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,45.39952522505578,-118.10088693744288,40231,Defoliation surveys,NA,NA,NA,NA,NA,0.12171052631578948,NA,NA,0.39144736842105265,NA,NA,NA,NA,0.05592105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4309210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,45.40478745229784,-118.15419237432172,43558,Defoliation surveys,NA,NA,NA,NA,NA,0.3015075376884422,NA,NA,0.3492462311557789,NA,NA,NA,NA,0.01256281407035176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32914572864321606,NA,NA,NA,0.007537688442211055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,45.41885696855654,-118.28752863175004,40517,Defoliation surveys,NA,NA,NA,NA,NA,0.532293986636971,NA,NA,0.34521158129175944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12249443207126949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
